08:02:35 [AI Object Patrol] Generating an example config...
08:03:55 [Expansion Quests] - SetupClientData - Loaded existing player quest data for player with UID: VdQMzQXeHHOFLSE_1rZsNZwA13odSwsy4R1-udi8Yjs=
08:03:55 [Expansion Quests] - PlayerQuestsInit - Create new quest instance for quest: 20 - Creator UID: VdQMzQXeHHOFLSE_1rZsNZwA13odSwsy4R1-udi8Yjs=
08:03:55 [Expansion Quests] - PlayerQuestsInit - Create new quest instance for quest: 23 - Creator UID: VdQMzQXeHHOFLSE_1rZsNZwA13odSwsy4R1-udi8Yjs=
08:03:55 [Expansion Quests] - PlayerQuestsInit - Create new quest instance for quest: 11 - Creator UID: VdQMzQXeHHOFLSE_1rZsNZwA13odSwsy4R1-udi8Yjs=
08:03:55 [Expansion Quests] - PlayerQuestsInit - Create new quest instance for quest: 12 - Creator UID: VdQMzQXeHHOFLSE_1rZsNZwA13odSwsy4R1-udi8Yjs=
08:04:00 [Expansion Quests] - SetupClientData - Loaded existing player quest data for player with UID: 4J1ZKcwA-26L3HgU5BJNo7WcyuiqX0LXnszrWFv9hmQ=
08:04:00 [Expansion Quests] - PlayerQuestsInit - Create new quest instance for quest: 23 - Creator UID: 4J1ZKcwA-26L3HgU5BJNo7WcyuiqX0LXnszrWFv9hmQ=
08:04:00 [Expansion Quests] - PlayerQuestsInit - Create new quest instance for quest: 82 - Creator UID: 4J1ZKcwA-26L3HgU5BJNo7WcyuiqX0LXnszrWFv9hmQ=
08:04:22 [Expansion Quests] - SetupClientData - Loaded existing player quest data for player with UID: iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM=
08:04:22 [Expansion Quests] - PlayerQuestsInit - Create new quest instance for quest: 20 - Creator UID: iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM=
08:04:22 [Expansion Quests] - PlayerQuestsInit - Create new quest instance for quest: 23 - Creator UID: iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM=
08:04:38 [VehicleCarKey] Player "Banderas" (id=4J1ZKcwA-26L3HgU5BJNo7WcyuiqX0LXnszrWFv9hmQ= pos=<3933.479736, 19.698215, 5005.618652>) used the  ExpansionCarKey to unlock a Sedan_02
09:34:52 [MissionAirdrop] An airdrop is heading towards "Schlachtfeld" (pos=<3059.000000, 0.000000, 1707.000000> type=Random_Schlachtfeld) with a ExpansionAirdropContainer_Military
09:36:11 [Market] Player "P@lko2265" (id=iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM=) has send a requested to purchase expansiongyrocopter x1 from the trader "Vehicles (Peter [#STR_EXPANSION_MARKET_TRADER_VEHICLES])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
09:36:11 [Market] Player "P@lko2265" (id=iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM=) has bought expansiongyrocopter x1 from the trader "Vehicles (Peter [#STR_EXPANSION_MARKET_TRADER_VEHICLES])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) for a price of 305000.
09:36:18 [Market] Player "P@lko2265" (id=iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM=) has send a requested to purchase expansioncarkey x1 from the trader "Vehicles (Peter [#STR_EXPANSION_MARKET_TRADER_VEHICLES])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
09:36:18 [Market] Player "P@lko2265" (id=iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM=) has bought expansioncarkey x1 from the trader "Vehicles (Peter [#STR_EXPANSION_MARKET_TRADER_VEHICLES])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) for a price of 500.
09:36:19 [Market] Player "P@lko2265" (id=iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM=) has send a requested to purchase expansioncarkey x1 from the trader "Vehicles (Peter [#STR_EXPANSION_MARKET_TRADER_VEHICLES])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
09:36:19 [Market] Player "P@lko2265" (id=iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM=) has bought expansioncarkey x1 from the trader "Vehicles (Peter [#STR_EXPANSION_MARKET_TRADER_VEHICLES])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) for a price of 500.
09:36:42 [VehicleCarKey] Player "DeltaZero5" (id=VdQMzQXeHHOFLSE_1rZsNZwA13odSwsy4R1-udi8Yjs= pos=<4988.481934, 4.803659, 8410.451172>) used the  ExpansionCarKey to unlock a Sedan_02
09:36:56 [VehicleCarKey] Player "P@lko2265" (id=iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM= pos=<4255.419434, 9.085298, 4138.357910>) used the  ExpansionCarKey to unlock a ExpansionGyrocopter
09:37:44 [VehicleCarKey] Player "P@lko2265" (id=iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM= pos=<4255.000488, 9.085299, 4138.839355>) used the  ExpansionCarKey to lock a ExpansionGyrocopter
09:39:23 [Market] Player "P@lko2265" (id=iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM=) has send a requested to sell twp_srframe x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
09:39:23 [Market] Player "P@lko2265" (id=iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM=) has sold twp_srframe x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 450.
09:40:18 [Market] Player "P@lko2265" (id=iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM=) has send a requested to purchase wrench x1 from the trader "BuildingSupplies (Boris [#STR_EXPANSION_MARKET_TRADER_BUILDING_SUPPLIES])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
09:40:18 [Market] Player "P@lko2265" (id=iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM=) has bought wrench x1 from the trader "BuildingSupplies (Boris [#STR_EXPANSION_MARKET_TRADER_BUILDING_SUPPLIES])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) for a price of 600.
09:40:19 [Market] Player "P@lko2265" (id=iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM=) has send a requested to purchase wrench x1 from the trader "BuildingSupplies (Boris [#STR_EXPANSION_MARKET_TRADER_BUILDING_SUPPLIES])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
09:40:19 [Market] Player "P@lko2265" (id=iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM=) has bought wrench x1 from the trader "BuildingSupplies (Boris [#STR_EXPANSION_MARKET_TRADER_BUILDING_SUPPLIES])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) for a price of 600.
09:40:20 [Market] Player "P@lko2265" (id=iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM=) has send a requested to purchase wrench x1 from the trader "BuildingSupplies (Boris [#STR_EXPANSION_MARKET_TRADER_BUILDING_SUPPLIES])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
09:40:20 [Market] Player "P@lko2265" (id=iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM=) has bought wrench x1 from the trader "BuildingSupplies (Boris [#STR_EXPANSION_MARKET_TRADER_BUILDING_SUPPLIES])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) for a price of 600.
09:40:39 [ATM Locker] Player "P@lko2265" (id=iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM=) has deposited 6900 on his ATM account.
09:41:17 [VehicleCarKey] Player "P@lko2265" (id=iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM= pos=<4254.776367, 9.085297, 4139.017090>) used the  ExpansionCarKey to unlock a ExpansionGyrocopter
09:42:07 [Safezone] Player "P@lko2265" (id=iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM= pos=<4129.434570, 79.894005, 4409.886230>) Left the safezone
09:46:32 [VehicleCarKey] Player "P@lko2265" (id=iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM= pos=<4363.498047, 1.630069, 5974.126953>) used the  ExpansionCarKey to lock a ExpansionGyrocopter
09:47:05 [VehicleCarKey] Player "P@lko2265" (id=iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM= pos=<4361.801270, 1.133189, 5974.569824>) used the  ExpansionCarKey to unlock a ExpansionGyrocopter
09:47:29 [VehicleCarKey] Player "P@lko2265" (id=iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM= pos=<4362.207031, 1.133189, 5974.352539>) used the  ExpansionCarKey to lock a ExpansionGyrocopter
09:56:23 [Safezone] Player "Banderas" (id=4J1ZKcwA-26L3HgU5BJNo7WcyuiqX0LXnszrWFv9hmQ= pos=<4189.950195, 14.891206, 4243.518066>) Entered the safezone
09:56:23 [Safezone] Player "DeltaZero5" (id=VdQMzQXeHHOFLSE_1rZsNZwA13odSwsy4R1-udi8Yjs= pos=<4189.737793, 14.890749, 4242.709473>) Entered the safezone
09:58:00 [Market] Player "DeltaZero5" (id=VdQMzQXeHHOFLSE_1rZsNZwA13odSwsy4R1-udi8Yjs=) has send a requested to sell twp_deserteagle x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
09:58:00 [Market] Player "DeltaZero5" (id=VdQMzQXeHHOFLSE_1rZsNZwA13odSwsy4R1-udi8Yjs=) has sold twp_deserteagle x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 1650.
09:58:01 [Market] Player "DeltaZero5" (id=VdQMzQXeHHOFLSE_1rZsNZwA13odSwsy4R1-udi8Yjs=) has send a requested to sell twp_fns9 x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
09:58:01 [Market] Player "DeltaZero5" (id=VdQMzQXeHHOFLSE_1rZsNZwA13odSwsy4R1-udi8Yjs=) has sold twp_fns9 x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 550.
09:58:28 [VehicleCarKey] Player "Banderas" (id=4J1ZKcwA-26L3HgU5BJNo7WcyuiqX0LXnszrWFv9hmQ= pos=<4269.312500, 10.833503, 4189.054199>) used the  ExpansionCarKey to lock a Sedan_02
09:58:29 [Expansion Quests] - SetupClientData - Loaded existing player quest data for player with UID: _uJkEyflAFEKMpkKqdLWoQHEfGiapl6KlgBZ_xRI58A=
09:58:29 [Expansion Quests] - PlayerQuestsInit - Create new quest instance for quest: 23 - Creator UID: _uJkEyflAFEKMpkKqdLWoQHEfGiapl6KlgBZ_xRI58A=
09:58:31 [Market] Player "DeltaZero5" (id=VdQMzQXeHHOFLSE_1rZsNZwA13odSwsy4R1-udi8Yjs=) has send a requested to sell twp_rpk16 x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
09:58:31 [Market] Player "DeltaZero5" (id=VdQMzQXeHHOFLSE_1rZsNZwA13odSwsy4R1-udi8Yjs=) has sold twp_rpk16 x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 2800.
09:58:33 [Market] Player "DeltaZero5" (id=VdQMzQXeHHOFLSE_1rZsNZwA13odSwsy4R1-udi8Yjs=) has send a requested to sell twp_bushmaster_m17smod x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
09:58:33 [Market] Player "DeltaZero5" (id=VdQMzQXeHHOFLSE_1rZsNZwA13odSwsy4R1-udi8Yjs=) has sold twp_bushmaster_m17smod x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 2000.
09:58:47 [Market] Player "DeltaZero5" (id=VdQMzQXeHHOFLSE_1rZsNZwA13odSwsy4R1-udi8Yjs=) has send a requested to sell twp_marlin x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
09:58:47 [Market] Player "DeltaZero5" (id=VdQMzQXeHHOFLSE_1rZsNZwA13odSwsy4R1-udi8Yjs=) has sold twp_marlin x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 1500.
09:58:51 [Market] Player "DeltaZero5" (id=VdQMzQXeHHOFLSE_1rZsNZwA13odSwsy4R1-udi8Yjs=) has send a requested to sell twp_fabarm_st12 x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
09:58:51 [Market] Player "DeltaZero5" (id=VdQMzQXeHHOFLSE_1rZsNZwA13odSwsy4R1-udi8Yjs=) has sold twp_fabarm_st12 x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 3000.
09:58:54 [Market] Player "DeltaZero5" (id=VdQMzQXeHHOFLSE_1rZsNZwA13odSwsy4R1-udi8Yjs=) has send a requested to sell twp_tec9 x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
09:58:54 [Market] Player "DeltaZero5" (id=VdQMzQXeHHOFLSE_1rZsNZwA13odSwsy4R1-udi8Yjs=) has sold twp_tec9 x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 530.
09:58:56 [Market] Player "DeltaZero5" (id=VdQMzQXeHHOFLSE_1rZsNZwA13odSwsy4R1-udi8Yjs=) has send a requested to sell mosin9130 x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
09:58:56 [Market] Player "DeltaZero5" (id=VdQMzQXeHHOFLSE_1rZsNZwA13odSwsy4R1-udi8Yjs=) has sold mosin9130 x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 200.
09:58:57 [Market] Player "Banderas" (id=4J1ZKcwA-26L3HgU5BJNo7WcyuiqX0LXnszrWFv9hmQ=) has send a requested to sell screwdriver x1 at the trader "BuildingSupplies (Boris [#STR_EXPANSION_MARKET_TRADER_BUILDING_SUPPLIES])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
09:58:58 [Market] Player "Banderas" (id=4J1ZKcwA-26L3HgU5BJNo7WcyuiqX0LXnszrWFv9hmQ=) has sold screwdriver x1 at the trader "BuildingSupplies (Boris [#STR_EXPANSION_MARKET_TRADER_BUILDING_SUPPLIES])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 350.
09:58:59 [Market] Player "Banderas" (id=4J1ZKcwA-26L3HgU5BJNo7WcyuiqX0LXnszrWFv9hmQ=) has send a requested to sell screwdriver x1 at the trader "BuildingSupplies (Boris [#STR_EXPANSION_MARKET_TRADER_BUILDING_SUPPLIES])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
09:58:59 [Market] Player "Banderas" (id=4J1ZKcwA-26L3HgU5BJNo7WcyuiqX0LXnszrWFv9hmQ=) has sold screwdriver x1 at the trader "BuildingSupplies (Boris [#STR_EXPANSION_MARKET_TRADER_BUILDING_SUPPLIES])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 350.
09:59:00 [VehicleCarKey] Player "StaryKojot" (id=_uJkEyflAFEKMpkKqdLWoQHEfGiapl6KlgBZ_xRI58A= pos=<3725.456787, 28.772318, 8602.584961>) used the  ExpansionCarKey to unlock a Truck_01_Covered
09:59:12 [Market] Player "Banderas" (id=4J1ZKcwA-26L3HgU5BJNo7WcyuiqX0LXnszrWFv9hmQ=) has send a requested to sell personalradio x1 at the trader "BuildingSupplies (Boris [#STR_EXPANSION_MARKET_TRADER_BUILDING_SUPPLIES])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
09:59:12 [Market] Player "Banderas" (id=4J1ZKcwA-26L3HgU5BJNo7WcyuiqX0LXnszrWFv9hmQ=) has sold personalradio x1 at the trader "BuildingSupplies (Boris [#STR_EXPANSION_MARKET_TRADER_BUILDING_SUPPLIES])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 250.
09:59:29 [Market] Player "DeltaZero5" (id=VdQMzQXeHHOFLSE_1rZsNZwA13odSwsy4R1-udi8Yjs=) has send a requested to sell magnum x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
09:59:29 [Market] Player "DeltaZero5" (id=VdQMzQXeHHOFLSE_1rZsNZwA13odSwsy4R1-udi8Yjs=) has sold magnum x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 110.
09:59:30 [Market] Player "DeltaZero5" (id=VdQMzQXeHHOFLSE_1rZsNZwA13odSwsy4R1-udi8Yjs=) has send a requested to sell magnum x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
09:59:30 [Market] Player "DeltaZero5" (id=VdQMzQXeHHOFLSE_1rZsNZwA13odSwsy4R1-udi8Yjs=) has sold magnum x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 110.
09:59:59 [Market] Player "DeltaZero5" (id=VdQMzQXeHHOFLSE_1rZsNZwA13odSwsy4R1-udi8Yjs=) has send a requested to sell mp5k x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
09:59:59 [Market] Player "DeltaZero5" (id=VdQMzQXeHHOFLSE_1rZsNZwA13odSwsy4R1-udi8Yjs=) has sold mp5k x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 400.
10:00:17 [Market] Player "Banderas" (id=4J1ZKcwA-26L3HgU5BJNo7WcyuiqX0LXnszrWFv9hmQ=) has send a requested to sell twp_smithwesson_knife_black x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
10:00:17 [Market] Player "Banderas" (id=4J1ZKcwA-26L3HgU5BJNo7WcyuiqX0LXnszrWFv9hmQ=) has sold twp_smithwesson_knife_black x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 32.
10:00:28 [Market] Player "Banderas" (id=4J1ZKcwA-26L3HgU5BJNo7WcyuiqX0LXnszrWFv9hmQ=) has send a requested to sell twp_sr1gyrza x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
10:00:28 [Market] Player "Banderas" (id=4J1ZKcwA-26L3HgU5BJNo7WcyuiqX0LXnszrWFv9hmQ=) has sold twp_sr1gyrza x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 350.
10:00:32 [Market] Player "Banderas" (id=4J1ZKcwA-26L3HgU5BJNo7WcyuiqX0LXnszrWFv9hmQ=) has send a requested to sell twp_armsan x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
10:00:33 [Market] Player "Banderas" (id=4J1ZKcwA-26L3HgU5BJNo7WcyuiqX0LXnszrWFv9hmQ=) has sold twp_armsan x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 1700.
10:00:37 [Market] Player "Banderas" (id=4J1ZKcwA-26L3HgU5BJNo7WcyuiqX0LXnszrWFv9hmQ=) has send a requested to sell twp_ithacam37 x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
10:00:37 [Market] Player "Banderas" (id=4J1ZKcwA-26L3HgU5BJNo7WcyuiqX0LXnszrWFv9hmQ=) has sold twp_ithacam37 x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 1900.
10:00:39 [Market] Player "Banderas" (id=4J1ZKcwA-26L3HgU5BJNo7WcyuiqX0LXnszrWFv9hmQ=) has send a requested to sell twp_spas x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
10:00:40 [Market] Player "Banderas" (id=4J1ZKcwA-26L3HgU5BJNo7WcyuiqX0LXnszrWFv9hmQ=) has sold twp_spas x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 1800.
10:00:45 [Market] Player "Banderas" (id=4J1ZKcwA-26L3HgU5BJNo7WcyuiqX0LXnszrWFv9hmQ=) has send a requested to sell twp_pindadss2 x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
10:00:45 [Market] Player "Banderas" (id=4J1ZKcwA-26L3HgU5BJNo7WcyuiqX0LXnszrWFv9hmQ=) has sold twp_pindadss2 x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 1200.
10:00:49 [Market] Player "Banderas" (id=4J1ZKcwA-26L3HgU5BJNo7WcyuiqX0LXnszrWFv9hmQ=) has send a requested to sell mosin9130 x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
10:00:50 [Market] Player "Banderas" (id=4J1ZKcwA-26L3HgU5BJNo7WcyuiqX0LXnszrWFv9hmQ=) has sold mosin9130 x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 200.
10:00:59 [Market] Player "Banderas" (id=4J1ZKcwA-26L3HgU5BJNo7WcyuiqX0LXnszrWFv9hmQ=) has send a requested to sell mp133shotgun x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
10:00:59 [Market] Player "Banderas" (id=4J1ZKcwA-26L3HgU5BJNo7WcyuiqX0LXnszrWFv9hmQ=) has sold mp133shotgun x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 250.
10:01:12 [Market] Player "Banderas" (id=4J1ZKcwA-26L3HgU5BJNo7WcyuiqX0LXnszrWFv9hmQ=) has send a requested to sell cz75 x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
10:01:12 [Market] Player "Banderas" (id=4J1ZKcwA-26L3HgU5BJNo7WcyuiqX0LXnszrWFv9hmQ=) has sold cz75 x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 58.
10:01:19 [Market] Player "Banderas" (id=4J1ZKcwA-26L3HgU5BJNo7WcyuiqX0LXnszrWFv9hmQ=) has send a requested to sell cz61 x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
10:01:19 [Market] Player "Banderas" (id=4J1ZKcwA-26L3HgU5BJNo7WcyuiqX0LXnszrWFv9hmQ=) has sold cz61 x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 150.
10:01:29 [Market] Player "Banderas" (id=4J1ZKcwA-26L3HgU5BJNo7WcyuiqX0LXnszrWFv9hmQ=) has send a requested to sell msp_blunderbat x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
10:01:29 [Market] Player "Banderas" (id=4J1ZKcwA-26L3HgU5BJNo7WcyuiqX0LXnszrWFv9hmQ=) has sold msp_blunderbat x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 250.
